Company number,Total number of officers,Number of active officers,Number of inactive officers,Number of non-persons officers,Total number of person with significant control,Number of active persons with significant control,Number of ceased persons with significant control,Number of non-persons with significant control,Debt/Equity,Good/Bad
01516780,21,3,18,0,5,2,3,1,0.8242305021985652,1
00952013,13,3,10,0,1,1,0,1,0.1,1
06569621,17,5,12,0,0,0,0,0,0.1,1
04791302,17,4,13,0,1,1,0,0,4.5232389380530975,1
01470151,59,12,47,0,0,0,0,0,0.1,1
02549634,32,6,26,0,0,0,0,0,0.1,1
SC307688,22,9,13,0,0,0,0,0,0.0,0
02442408,6,2,4,0,2,2,0,0,0.0,0
06338906,5,2,3,0,2,1,1,1,2151.49,0
07684902,33,14,19,0,0,0,0,0,0.1,0
06613722,27,5,22,0,1,1,0,1,0.1,1
08421125,2,2,0,0,2,2,0,0,0.22363779690573068,0
09227469,13,4,9,0,1,1,0,1,13315.37,1
08950018,5,0,5,0,3,1,2,0,0.0,0
06378815,6,3,3,0,3,3,0,0,0.0,1
00207449,13,0,13,0,0,0,0,0,0.1,1
SC179215,9,2,7,0,1,1,0,1,-2.1257809882334393,1
00340744,30,3,27,0,1,1,0,1,0.1,1
01389339,0,0,0,0,0,0,0,0,0.1,1
04442143,9,2,7,0,1,1,0,1,0.1,1
04195718,35,0,35,0,0,0,0,0,0.1,1
04324062,13,2,11,0,2,2,0,0,398.68518518518516,1
10963728,2,0,2,0,1,1,0,1,0.1,1
07348311,1,0,1,0,1,1,0,0,1.732615793929133,0
SC452088,3,1,2,0,1,1,0,0,5857.0,0
00980698,60,9,51,0,2,2,0,0,0.1,1
06521349,10,0,10,0,1,1,0,0,0.1,1
SC194610,7,1,6,0,1,1,0,0,37819.0,1
02632905,59,0,59,0,0,0,0,0,0.1,1
03481703,7,4,3,0,1,1,0,1,0.1,1
00588804,18,0,18,0,1,1,0,1,0.1,1
07842519,1,1,0,0,1,1,0,0,0.4266494919135537,0
SC012725,27,6,21,0,0,0,0,0,0.1,1
06853431,1,1,0,0,1,1,0,0,0.876919204631261,0
06545882,17,4,13,0,2,2,0,2,0.1,1
SC470328,9,4,5,0,1,1,0,1,0.1,1
00925279,178,9,169,0,1,1,0,1,0.1,1
02869932,18,2,16,0,0,0,0,0,0.1,1
04468364,9,3,6,0,1,1,0,1,0.0,1
05865642,9,5,4,0,1,1,0,0,0.1,0
08974638,11,0,11,0,2,1,1,0,0.0,0
04346523,19,0,19,0,0,0,0,0,0.1,1
10295272,1,1,0,0,0,0,0,0,834.0,0
07898217,1,1,0,0,1,1,0,0,0.1,0
00131273,22,0,22,0,0,0,0,0,0.1,1
02033781,18,10,8,0,1,1,0,0,0.1,1
01056008,32,6,26,0,3,3,0,1,0.1,1
RS004385,0,0,0,0,0,0,0,0,0.1,0
08686818,4,0,4,0,0,0,0,0,0.0,0
03331184,23,0,23,0,0,0,0,0,0.1,1
SC292225,6,0,6,0,0,0,0,0,0.1,1
08158264,13,8,5,0,0,0,0,0,0.1,1
02846473,24,4,20,0,2,2,0,0,66907.0,1
07880367,6,4,2,0,2,2,0,0,21.145357737104824,0
03304094,13,4,9,0,1,1,0,1,0.1,0
03071324,32,5,27,0,0,0,0,0,0.1,1
04536761,4,2,2,0,1,1,0,0,65066.0,1
01771349,30,5,25,0,1,1,0,1,0.1,1
07383721,2,0,2,0,0,0,0,0,0.1,1
01999238,23,11,12,0,0,0,0,0,0.1,1
03242874,9,6,3,0,1,1,0,0,0.0,0
08455129,6,0,6,0,0,0,0,0,0.1,1
00889226,14,6,8,0,1,1,0,0,0.1,1
02263055,17,3,14,0,3,3,0,0,0.0,1
02233451,29,3,26,0,1,1,0,1,0.1,1
08731237,1,1,0,0,1,1,0,0,1.0005230125523012,0
02657442,47,4,43,0,1,1,0,1,0.1,1
03266889,18,4,14,0,0,0,0,0,0.0,0
01731439,25,6,19,0,0,0,0,0,0.08735936819550459,1
04298900,9,0,9,0,0,0,0,0,0.1,1
04855333,11,3,8,0,1,1,0,1,0.0,1
OC367059,3,3,0,0,3,3,0,0,0.1,1
09922236,2,2,0,0,2,2,0,0,2.0420757363253856,0
07651447,2,2,0,0,1,1,0,0,0.0,1
03619009,12,2,10,0,1,1,0,0,2.3450579487063403,1
00298211,18,0,18,0,0,0,0,0,0.1,1
01121672,23,3,20,0,1,1,0,1,0.1,1
04817448,9,4,5,0,1,1,0,1,0.1,1
01012768,72,28,44,0,0,0,0,0,-470.91987179487177,1
08907789,2,2,0,0,2,2,0,0,0.4618358692940883,0
08497337,13,7,6,0,0,0,0,0,0.1,1
04588433,8,2,6,0,1,1,0,0,0.1,1
09972203,4,4,0,0,2,2,0,0,0.0,1
05262658,12,4,8,0,1,1,0,1,0.1,1
05829346,4,0,4,0,0,0,0,0,0.0,1
NI638832,7,4,3,0,0,0,0,0,0.1,0
07936962,2,2,0,0,2,2,0,0,0.1,1
09180248,2,2,0,0,3,3,0,0,0.0,1
04617696,4,1,3,0,1,1,0,0,61822.0,0
09549187,4,0,4,0,3,3,0,0,0.1,1
00638133,35,7,28,0,0,0,0,0,0.1,1
02678575,6,2,4,0,2,2,0,0,83.49818181818182,0
01076000,0,0,0,0,0,0,0,0,0.1,1
01270675,44,10,34,0,0,0,0,0,0.1,1
11001855,7,5,2,0,3,1,2,2,0.1,1
10333182,5,2,3,0,2,1,1,2,0.0,0
04221822,44,13,31,0,0,0,0,0,0.1,1
04999457,8,5,3,0,1,1,0,0,3.5552598844957797,0
01342446,55,4,51,0,1,1,0,1,0.1,1
03951157,6,2,4,0,1,1,0,0,0.0,1
01517230,31,11,20,0,0,0,0,0,0.077281201503963,0
00952132,12,5,7,0,0,0,0,0,0.0,1
04791393,5,3,2,0,0,0,0,0,0.1,0
06569622,21,6,15,0,0,0,0,0,0.1,1
01470183,18,0,18,0,0,0,0,0,0.1,1
02549828,9,1,8,0,0,0,0,0,0.1,1
02442460,25,0,25,0,1,1,0,1,0.1,1
SC307871,4,1,3,0,2,1,1,0,0.26513550966628047,0
06339034,3,0,3,0,1,1,0,0,0.0,0
08421270,2,2,0,0,2,2,0,0,175.68627450980392,0
07684990,1,1,0,0,2,2,0,0,423.17,0
06613842,6,0,6,0,1,1,0,1,14700.0,1
09228007,2,1,1,0,2,1,1,0,114.0,0
08950191,10,1,9,0,4,1,3,0,1879.0,0
00207662,8,5,3,0,1,1,0,0,1.484732824427481,1
SC179254,80,8,72,0,0,0,0,0,0.1,1
06378944,3,3,0,0,1,1,0,0,3777.0,1
00340931,37,6,31,0,1,1,0,1,0.1,1
01389470,25,3,22,0,3,1,2,3,0.1,1
04442276,14,0,14,0,0,0,0,0,0.1,1
04195775,7,2,5,0,1,1,0,0,70408.0,0
04324065,11,5,6,0,1,1,0,0,0.1,1
10963871,1,1,0,0,1,1,0,0,0.1,0
07348329,46,14,32,0,0,0,0,0,0.1,0
SC452171,1,1,0,0,1,1,0,0,0.0,0
00980864,34,3,31,0,1,1,0,1,0.1,1
06521681,11,0,11,0,0,0,0,0,0.1,1
SC194613,5,3,2,0,1,1,0,1,2.1800594399511937,0
02632984,19,3,16,0,0,0,0,0,0.1,1
03481728,4,2,2,0,1,1,0,0,0.0,1
SC012767,17,7,10,0,1,1,0,1,0.1,1
00588827,9,6,3,0,1,1,0,0,3.623220953874367,0
07842673,2,2,0,0,1,1,0,0,5.037394606423376,1
06853971,20,6,14,0,2,1,1,0,0.0,1
06546334,11,0,11,0,0,0,0,0,0.1,1
SC470394,12,10,2,0,0,0,0,0,0.12774725274725274,1
02870338,9,4,5,0,1,1,0,1,0.1,1
00925468,25,8,17,0,1,1,0,0,0.1,0
05865673,0,0,0,0,0,0,0,0,0.1,1
08974674,2,0,2,0,0,0,0,0,0.1,0
10295315,1,0,1,0,1,1,0,0,0.1,0
04468493,29,5,24,0,0,0,0,0,0.6258371726291704,1
07898363,1,1,0,0,1,1,0,0,0.1,0
04346660,8,3,5,0,0,0,0,0,0.04277134016865862,0
02033912,19,0,19,0,0,0,0,0,0.1,1
00131805,33,4,29,0,1,1,0,1,0.1,1
01056119,68,0,68,0,0,0,0,0,0.1,1
RS004405,0,0,0,0,0,0,0,0,0.1,0
08687066,2,1,1,0,1,1,0,0,0.0,1
03331429,10,3,7,0,1,1,0,0,0.1,0
02846481,23,0,23,0,0,0,0,0,0.1,1
07880573,4,2,2,0,1,1,0,0,0.1,1
03304174,9,0,9,0,2,2,0,0,0.1,1
08158543,33,8,25,0,0,0,0,0,0.1,1
SC292398,5,2,3,0,1,1,0,0,54698.0,0
04536767,4,2,2,0,1,1,0,0,0.0,1
03071407,24,3,21,0,1,1,0,1,0.1,1
01771398,7,0,7,0,0,0,0,0,0.1,1
01999403,19,0,19,0,0,0,0,0,0.1,0
03242939,10,5,5,0,1,1,0,0,97.896,0
08455416,2,2,0,0,1,1,0,0,281.23,0
00889363,16,2,14,1,1,1,0,1,0.1,1
07383769,21,9,12,0,8,8,0,0,0.6181301716685192,0
02263368,30,3,27,0,1,1,0,1,0.1,1
02233654,84,4,80,0,1,1,0,1,0.1,1
08731813,1,1,0,0,1,1,0,0,0.0,0
02657579,8,3,5,0,1,1,0,0,202.12121212121212,1
03266897,44,13,31,0,1,1,0,0,0.1,1
01731764,28,4,24,0,1,1,0,1,0.1,1
04298947,23,7,16,0,0,0,0,0,0.1,1
04855747,34,9,25,0,0,0,0,0,0.019438816535634906,1
OC367395,6,0,6,0,2,2,0,0,0.1,1
07652341,1,0,1,0,0,0,0,0,0.1,0
09922379,5,4,1,0,0,0,0,0,0.0,0
03619021,20,0,20,0,0,0,0,0,0.1,1
00298761,8,3,5,0,2,1,1,0,0.1,0
01121804,4,3,1,0,3,3,0,0,948.9888888888889,0
01012778,28,0,28,0,1,1,0,1,0.1,1
04817628,15,5,10,0,0,0,0,0,-0.0,1
08497554,9,5,4,0,0,0,0,0,0.0,1
08908342,5,2,3,0,1,1,0,0,701.6544502617801,1
09972433,6,6,0,0,0,0,0,0,0.1,0
05262801,6,4,2,0,3,3,0,0,0.1,0
04588465,9,4,5,0,1,1,0,0,11.608597677240423,0
05829462,2,2,0,0,1,1,0,0,0.0,0
NI639138,4,4,0,0,0,0,0,0,1588.822,0
07937212,4,0,4,0,1,1,0,0,0.1,0
09180251,3,0,3,0,0,0,0,0,0.1,1
04618219,4,2,2,0,2,2,0,2,0.0,1
00638726,26,0,26,0,0,0,0,0,0.1,1
09549317,5,0,5,0,0,0,0,0,0.1,0
02678750,44,8,36,0,1,1,0,1,0.1,1
01076494,5,3,2,0,1,1,0,0,52.6257,1
11001998,7,5,2,0,3,1,2,2,0.1,1
01270770,26,7,19,0,0,0,0,0,0.1,1
10333266,2,0,2,0,2,2,0,0,-1.0,0
04222000,5,3,2,0,2,2,0,0,1.700748372047818,0
04999818,3,1,2,0,1,1,0,0,0.0,0
01517766,17,3,14,0,4,1,3,2,0.1,1
01342505,27,2,25,0,1,1,0,1,0.0,1
03951260,34,7,27,0,1,1,0,1,0.1,1
06569680,8,4,4,0,2,2,0,0,1166.4408163265307,1
04791438,3,2,1,0,0,0,0,0,9.710120068610635,0
01471587,104,4,100,0,1,1,0,1,0.1,1
00952216,5,1,4,0,2,1,1,0,2.1957870867645304,0
02442603,4,0,4,0,0,0,0,0,0.1,0
02550150,31,6,25,0,2,1,1,2,0.1,1
SC307888,11,0,11,0,0,0,0,0,0.1,1
06339180,7,3,4,0,2,1,1,2,0.1,1
08421351,1,1,0,0,1,1,0,0,33958.0,1
07685003,4,0,4,0,1,1,0,0,0.1,1
06613925,4,1,3,0,1,1,0,1,465.638,1
09228116,1,1,0,0,1,1,0,0,11.550056882821387,0
08950250,12,0,12,0,2,1,1,0,0.0,0
00207867,28,3,25,0,1,1,0,1,0.0,1
SC179346,9,1,8,0,1,1,0,0,198947.0,1
10924083,1,1,0,0,1,1,0,1,0.0,0
00341010,89,14,75,0,0,0,0,0,0.1,1
01389757,17,5,12,0,1,1,0,0,25.334026666666666,1
04442505,10,4,6,0,1,1,0,0,0.0,1
04195832,7,2,5,0,0,0,0,0,0.1,1
04324156,13,0,13,0,0,0,0,0,0.1,1
07348379,4,2,2,0,1,1,0,0,14791.0,0
10963999,2,2,0,0,2,2,0,0,1264.48,0
06521773,27,10,17,0,0,0,0,0,0.1,1
SC452330,2,2,0,0,2,2,0,0,0.044023386747509746,0
SC194626,5,3,2,0,1,1,0,0,1.1320365081119443,1
02633245,24,3,21,0,0,0,0,0,0.0,0
00981031,23,5,18,0,0,0,0,0,0.1,1
03482081,25,4,21,0,1,1,0,1,0.1,1
00588944,18,3,15,0,1,1,0,1,0.1,1
07842885,3,2,1,0,2,1,1,0,0.1,1
SC013040,0,0,0,0,0,0,0,0,0.1,1
06854083,2,1,1,0,0,0,0,0,0.0,0
06546443,5,2,3,0,1,1,0,0,0.0,0
SC470552,4,2,2,0,1,1,0,0,7.455066921606119,0
02870535,24,0,24,0,1,1,0,0,0.1,1
00925581,67,15,52,0,0,0,0,0,0.1,1
08974679,2,0,2,0,0,0,0,0,0.1,0
05865931,4,1,3,0,1,1,0,0,2.963168187744459,0
07898669,21,9,12,0,1,1,0,0,0.1,1
04347051,4,1,3,0,1,1,0,0,6.481570077199087,1
04469234,17,4,13,0,1,1,0,1,58.22,1
10295520,7,5,2,0,5,1,4,2,0.1,1
01056582,14,0,14,0,0,0,0,0,0.1,1
RS004450,0,0,0,0,0,0,0,0,0.1,0
00131942,70,0,70,0,0,0,0,0,0.1,1
02033925,45,13,32,0,0,0,0,0,0.1,1
03331471,49,9,40,0,10,5,5,0,0.1,1
02846496,13,3,10,0,0,0,0,0,0.1,1
08687207,2,2,0,0,2,2,0,0,0.0,1
07880721,9,3,6,0,1,1,0,1,0.1,1
08159024,3,2,1,0,3,2,1,1,11.9,0
03304693,61,17,44,0,0,0,0,0,0.1,1
03071494,31,4,27,0,1,1,0,1,0.1,1
01999409,26,9,17,0,0,0,0,0,0.1,0
04537496,7,3,4,0,1,1,0,0,0.0,1
SC292519,5,3,2,0,2,2,0,0,37166.0,0
08455723,13,6,7,0,1,1,0,1,0.1,1
00889424,50,12,38,0,0,0,0,0,0.1,1
01771626,7,4,3,0,0,0,0,0,5405.5,1
02263454,26,4,22,0,1,1,0,1,0.1,1
03243016,5,3,2,0,1,1,0,0,7159.5,0
07383898,4,3,1,0,1,1,0,1,8486.96,0
02233737,49,5,44,0,0,0,0,0,0.04786483739745918,1
08732038,8,3,5,2,3,2,1,2,0.1,0
02657589,5,1,4,0,1,1,0,0,0.03129217768910275,1
03268027,26,3,23,0,1,1,0,1,0.1,1
04299001,18,1,17,0,1,1,0,1,-0.03968437481935372,1
01731924,48,5,43,0,2,2,0,2,0.1,1
04856382,27,7,20,1,0,0,0,0,0.0,0
07652401,19,3,16,0,0,0,0,0,0.1,1
OC367581,5,4,1,0,1,1,0,0,0.1,1
09922935,1,0,1,0,0,0,0,0,0.1,0
00298836,6,3,3,0,1,1,0,0,0.0,0
03619022,19,0,19,0,0,0,0,0,0.1,1
01122360,4,3,1,0,2,2,0,1,0.0,1
01013245,37,4,33,0,1,1,0,1,0.1,1
08908961,8,0,8,0,1,1,0,1,0.1,1
08497586,2,0,2,0,0,0,0,0,0.1,1
04817916,22,3,19,0,0,0,0,0,0.0,1
09972965,3,1,2,0,3,1,2,0,7.8914865460961625,0
05262810,11,2,9,0,1,1,0,1,0.1,1
04588640,16,0,16,0,0,0,0,0,0.1,1
NI639199,3,3,0,0,1,1,0,1,-7.721052631578948,0
07937424,16,6,10,0,0,0,0,0,0.1,1
09180312,2,0,2,0,1,1,0,0,8.18,0
04618485,12,4,8,0,0,0,0,0,0.1,1
05829570,24,8,16,0,0,0,0,0,0.1,1
00638891,23,4,19,0,1,1,0,1,0.1,1
02678829,17,0,17,0,1,1,0,1,0.1,1
09549322,2,1,1,0,2,2,0,0,0.1,0
11002318,1,1,0,0,1,1,0,0,0.1,0
01270826,7,5,2,0,2,2,0,0,2253.75,0
01076928,26,2,24,0,1,1,0,1,0.1,1
10333346,1,1,0,0,0,0,0,0,0.0,0
04999945,14,0,14,0,0,0,0,0,0.1,1
04222109,17,2,15,0,3,1,2,1,0.1,1
01518014,24,4,20,0,4,3,1,4,0.06401656149849712,1
03951288,33,0,33,0,0,0,0,0,0.1,1
01342984,48,9,39,0,1,1,0,1,0.1,1
06569789,34,4,30,0,3,1,2,3,0.1,1
04791445,5,3,2,0,2,2,0,0,3703.5,0
00952726,35,11,24,0,0,0,0,0,0.1,1
01471836,7,3,4,0,2,1,1,0,0.51,1
02442855,27,0,27,0,0,0,0,0,0.1,1
02550242,32,4,28,0,1,1,0,1,0.1,1
SC308222,9,3,6,0,3,1,2,1,0.1,1
06339219,6,3,3,0,2,2,0,0,2548.08,0
07685085,2,0,2,0,0,0,0,0,0.1,1
08422054,2,2,0,0,1,1,0,1,0.16428071578526443,1
09228224,6,4,2,0,3,2,1,0,0.1,1
06614285,9,6,3,0,0,0,0,0,0.1,1
08950307,13,1,12,0,7,1,6,0,0.0,0
SC179412,20,6,14,0,0,0,0,0,0.1,1
00208371,16,0,16,0,0,0,0,0,0.1,1
10924355,2,1,1,0,1,1,0,0,0.0,0
00341786,100,8,92,0,0,0,0,0,0.4073715363302569,0
04442596,22,0,22,0,0,0,0,0,0.1,1
04196040,46,9,37,0,0,0,0,0,0.1,1
04324182,6,1,5,0,1,1,0,0,2.09112,1
10964014,3,2,1,0,2,2,0,1,0.1,0
06521783,8,4,4,0,2,2,0,0,0.1,1
07348389,4,2,2,0,1,1,0,0,0.06836899391631834,0
SC452371,3,0,3,0,0,0,0,0,-1.5605381165919283,0
01389804,24,5,19,0,1,1,0,1,2.1554097218189208,1
SC194714,5,0,5,1,0,0,0,0,0.010306678394117377,1
02633273,18,0,18,0,1,1,0,1,0.1,1
03482156,19,0,19,0,0,0,0,0,0.1,1
00588975,5,0,5,0,1,1,0,0,0.1,0
07843166,25,13,12,0,0,0,0,0,0.1,1
00981337,25,3,22,0,1,1,0,1,0.1,0
SC013284,20,3,17,0,1,1,0,1,0.1,1
06854191,11,5,6,0,2,2,0,2,0.1,1
06546556,2,1,1,0,1,1,0,0,0.5289110631187142,1
SC470663,1,0,1,0,0,0,0,0,0.1,0
00925912,26,4,22,0,1,1,0,1,0.1,0
02870725,5,1,4,0,1,1,0,0,0.09949041865006714,1
08974704,2,0,2,0,0,0,0,0,0.1,0
07899156,7,1,6,0,2,2,0,1,0.1,0
05866203,17,6,11,0,1,1,0,1,0.1,1
04469304,8,2,6,0,0,0,0,0,794567.0,1
10295606,1,1,0,0,1,1,0,0,0.0,0
04347402,19,3,16,0,2,1,1,2,0.0,1
RS004495,0,0,0,0,0,0,0,0,0.1,0
00132310,129,22,107,0,0,0,0,0,0.1,1
01056769,27,4,23,0,1,1,0,1,0.1,1
02034075,3,3,0,0,1,1,0,0,59160.0,1
08159095,6,4,2,0,0,0,0,0,0.1,0
07880982,1,1,0,0,1,1,0,0,0.0,0
08687223,18,9,9,0,0,0,0,0,0.1,1
02846606,11,0,11,0,1,1,0,1,0.1,1
01999738,23,7,16,0,0,0,0,0,0.1,1
03331553,14,0,14,0,0,0,0,0,0.1,1
01771935,28,2,26,0,1,1,0,1,0.1,1
04537744,10,4,6,0,1,0,1,0,50.00185873605948,0
SC292551,26,3,23,0,0,0,0,0,0.0,0
08455933,3,3,0,0,1,1,0,0,-15.498567335243553,0
02263496,10,3,7,0,1,1,0,1,0.1,1
03304979,7,0,7,0,0,0,0,0,0.1,0
00890342,20,4,16,0,1,1,0,1,6.828757561656585,1
03243321,50,5,45,0,0,0,0,0,0.029884131883863463,1
07384229,5,4,1,4,2,2,0,2,0.1,0
03071624,4,0,4,0,0,0,0,0,0.1,1
02233869,39,0,39,0,2,2,0,0,0.1,1
08732579,1,1,0,0,1,1,0,0,0.1351089588377724,0
02657593,27,0,27,0,0,0,0,0,0.0,1
03268158,7,5,2,0,4,4,0,0,3218.75,0
01732037,45,6,39,0,1,1,0,1,0.1,1
04299162,10,3,7,0,1,1,0,0,0.1,0
04856675,7,0,7,0,0,0,0,0,0.1,0
07652548,19,4,15,0,1,1,0,1,0.1,1
09922991,9,6,3,0,0,0,0,0,0.1,1
OC367675,5,5,0,0,2,2,0,0,0.1,1
00298945,32,6,26,0,1,1,0,1,0.1,1
03619054,11,2,9,0,1,1,0,0,4894.5,1
01122503,66,15,51,0,1,1,0,1,0.1,1
01013406,25,5,20,0,1,1,0,1,0.1,1
04818187,38,13,25,0,0,0,0,0,0.1,1
08498153,4,0,4,0,0,0,0,0,0.1,0
08908977,12,3,9,0,1,1,0,1,0.05060856498873028,1
05262818,7,2,5,0,1,1,0,1,0.1,0
09973076,1,1,0,0,1,1,0,0,6491.0,0
04588758,7,0,7,0,0,0,0,0,0.1,1
NI639489,4,2,2,0,1,1,0,0,0.01914514692787177,0
07938124,3,3,0,0,3,3,0,0,0.1,1
09180443,6,0,6,0,2,2,0,2,0.0,1
05829829,6,0,6,0,0,0,0,0,0.1,1
00638918,59,4,55,0,1,1,0,1,0.1,1
04618487,59,0,59,0,2,1,1,2,0.1,1
02679053,5,1,4,0,1,1,0,0,0.0,1
09549813,10,1,9,0,6,1,5,0,0.0,0
11002672,2,2,0,0,0,0,0,0,0.0,0
01271552,36,4,32,0,1,1,0,1,0.1,1
01077548,25,4,21,0,1,1,0,1,0.1,1
05000292,12,0,12,0,0,0,0,0,0.1,1
04222161,5,2,3,0,1,1,0,0,105.502,0
10333760,1,1,0,0,1,1,0,0,3470.4521739130437,0
01518295,19,2,17,0,1,1,0,1,0.1,1
01343258,38,0,38,0,0,0,0,0,0.1,1
03951306,22,5,17,0,1,1,0,1,0.1,1
06570409,8,1,7,0,3,2,1,0,0.08762589928057554,0
00953026,8,0,8,0,0,0,0,0,0.1,1
04791889,5,2,3,0,1,1,0,0,1485.65,0
02550292,4,0,4,0,0,0,0,0,0.1,1
01472055,15,7,8,0,1,1,0,0,0.1,1
SC308223,9,3,6,1,3,2,1,1,0.1,1
02442913,58,9,49,0,9,7,2,0,0.0,1
07685430,3,1,2,0,1,1,0,1,0.1,1
06339706,14,2,12,0,0,0,0,0,0.0,1
08422310,1,1,0,0,1,1,0,0,0.46671948290388704,0
09228471,1,1,0,0,1,1,0,0,0.1,1
06614532,12,0,12,0,0,0,0,0,0.1,1
SC179415,32,8,24,0,0,0,0,0,0.1,1
08950318,11,1,10,0,5,1,4,0,37.0,0
10924453,3,2,1,0,2,1,1,0,0.0,0
00341813,36,7,29,0,1,1,0,1,0.1,1
00208578,44,9,35,0,0,0,0,0,0.1,1
04442665,10,2,8,0,1,1,0,0,0.0,1
04196341,34,9,25,0,2,2,0,2,0.1,1
04324211,11,5,6,0,1,1,0,0,0.1,1
06521839,12,1,11,0,1,1,0,0,0.1,1
01390726,17,2,15,0,1,1,0,0,0.1,1
10964036,5,4,1,0,1,1,0,1,0.1,1
SC194748,50,12,38,0,0,0,0,0,0.1,0
SC452433,4,1,3,0,1,1,0,0,19015.333333333332,1
02633299,28,13,15,0,1,1,0,1,0.0,1
03482228,57,8,49,0,0,0,0,0,0.1,1
00981408,13,0,13,0,0,0,0,0,0.1,1
00589055,48,12,36,0,0,0,0,0,0.1,1
07843253,1,1,0,0,1,1,0,0,5.09066708424679,0
SC013418,34,4,30,0,1,1,0,1,0.1,1
07348659,1,1,0,0,1,1,0,0,3.072674418604651,0
06546908,5,2,3,0,3,3,0,0,0.6398312199719423,0
06854337,3,1,2,0,1,1,0,0,32928.0,1
02871187,40,0,40,0,0,0,0,0,0.1,1
SC470682,3,0,3,0,0,0,0,0,40100.0,0
00926028,24,3,21,0,1,1,0,1,0.1,1
08974718,2,0,2,0,0,0,0,0,0.1,0
05866631,8,3,5,0,4,4,0,0,0.1,1
07899376,2,2,0,0,1,1,0,0,0.1,0
10296180,1,0,1,0,0,0,0,0,0.1,0
RS004554,0,0,0,0,0,0,0,0,0.1,0
04469487,6,3,3,0,1,1,0,0,5.314419376744888,0
04347535,4,2,2,0,2,2,0,0,107.44117647058823,1
00132492,28,7,21,0,1,1,0,1,0.1,1
01056774,45,2,43,0,2,1,1,2,0.1,1
02034151,16,4,12,0,3,3,0,0,0.0,1
07881201,1,0,1,0,0,0,0,0,0.1,1
08159263,5,4,1,0,0,0,0,0,0.09735744089012517,1
02846649,23,0,23,0,0,0,0,0,0.1,1
08687841,2,2,0,0,2,2,0,0,-13.584729981378025,0
01999756,22,2,20,0,1,1,0,1,0.1,1
04538068,0,0,0,0,0,0,0,0,0.1,1
01772135,19,0,19,0,0,0,0,0,0.1,1
03331632,27,3,24,0,3,2,1,0,0.1,1
08455969,6,0,6,0,0,0,0,0,0.1,1
SC292560,4,0,4,0,1,1,0,0,0.0,1
02263554,16,0,16,0,1,1,0,1,0.1,1
03243377,7,3,4,0,2,2,0,0,0.1,1
03305040,6,1,5,0,1,1,0,0,0.0,0
00890443,31,3,28,0,1,1,0,1,0.1,1
03071751,29,4,25,0,1,1,0,1,0.1,1
02234290,21,0,21,0,1,1,0,1,0.1,1
08732736,2,1,1,0,2,1,1,1,363428.0,0
07384251,1,1,0,0,1,1,0,1,0.0,0
02657706,9,1,8,0,1,1,0,0,0.1,1
01732108,24,0,24,0,0,0,0,0,0.1,1
04299360,19,3,16,0,1,1,0,1,0.1,1
03268170,4,3,1,0,1,1,0,0,-0.9975600333462109,1
04857094,27,0,27,0,0,0,0,0,0.1,1
07652565,17,0,17,0,0,0,0,0,0.1,1
09923002,6,5,1,0,0,0,0,0,0.1,1
OC367684,150,22,128,0,1,1,0,1,0.1,1
00299435,16,5,11,0,1,1,0,1,0.1,1
03619088,22,0,22,0,0,0,0,0,0.1,1
01123712,43,11,32,0,1,1,0,0,0.025191560827122914,0
01013414,6,3,3,0,2,2,0,0,44.23789090909091,0
04818267,7,0,7,0,0,0,0,0,0.1,1
08498466,1,1,0,0,1,1,0,0,13161.0,0
08908995,8,0,8,0,1,1,0,1,0.1,1
09973281,2,2,0,0,1,1,0,0,2.1805624278410027,0
04588810,2,0,2,0,2,2,0,0,0.06565064478311841,1
05263102,7,0,7,0,1,1,0,0,19823.0,0
NI640051,5,3,2,0,1,1,0,1,8983.8,0
07938332,11,2,9,0,1,1,0,1,0.1,1
09180636,3,3,0,0,3,1,2,0,-1.6143191741607148,1
05829834,5,1,4,0,1,1,0,0,0.2653086231957543,0
00639021,5,0,5,0,0,0,0,0,0.1,1
04618530,8,2,6,0,2,2,0,0,0.041004858594812905,0
02679236,8,3,5,0,0,0,0,0,0.1,0
09549870,8,1,7,0,5,1,4,0,231.0,0
11002764,8,6,2,0,3,1,2,2,0.1,1
01271767,9,3,6,0,2,2,0,0,0.1,1
01078365,21,2,19,0,1,1,0,1,0.1,1
04222730,39,3,36,0,1,1,0,1,0.1,1
05000427,18,7,11,0,1,1,0,0,2.3199254993763136,1
01518375,41,4,37,0,2,1,1,2,0.1,1
10333838,2,2,0,0,1,1,0,1,0.1,0
01343616,23,2,21,0,1,1,0,1,0.1,1
03951476,13,0,13,0,0,0,0,0,0.1,1
06570511,6,0,6,0,0,0,0,0,0.1,0
04792098,23,5,18,0,1,1,0,1,0.1,0
00953063,33,0,33,0,0,0,0,0,0.1,1
02550433,23,0,23,0,0,0,0,0,0.1,1
01472210,35,9,26,0,1,1,0,0,4.6495,0
SC308253,10,0,10,0,0,0,0,0,0.1,1
02443087,11,3,8,0,1,1,0,1,0.1,1
07685803,15,5,10,0,1,1,0,1,0.1,1
08422512,4,3,1,0,3,2,1,0,0.013580860687046042,0
09228587,14,1,13,0,8,1,7,0,0.0,0
06339927,5,4,1,0,1,1,0,0,0.1,1
06614883,16,3,13,0,1,1,0,1,0.1,1
08950455,6,1,5,0,3,1,2,0,0.0,0
SC179469,21,12,9,0,0,0,0,0,0.0,1
