Company number,Total number of officers,Number of active officers,Number of inactive officers,Number of non-persons officers,Total number of person with significant control,Number of active persons with significant control,Number of ceased persons with significant control,Number of non-persons with significant control,Good/Bad
03837152,40,5,35,0,1,1,0,1,1
03837274,13,0,13,0,0,0,0,0,1
03837407,3,0,3,0,1,1,0,0,0
03837708,6,2,4,0,1,1,0,0,1
03838618,93,18,75,0,2,1,1,0,0
03839319,10,2,8,0,1,1,0,0,1
03839469,34,3,31,0,1,1,0,1,1
03839967,7,2,5,0,1,1,0,1,0
03840005,5,3,2,0,2,2,0,0,1
03840597,23,4,19,0,1,1,0,1,1
03840993,21,3,18,0,0,0,0,0,1
03841801,27,0,27,0,0,0,0,0,1
03843123,26,4,22,0,1,1,0,1,0
03843128,28,4,24,0,0,0,0,0,0
03843233,24,0,24,0,0,0,0,0,1
03844250,7,3,4,0,1,1,0,1,1
03844803,6,2,4,0,1,1,0,0,1
03844815,4,0,4,0,0,0,0,0,1
03844914,28,3,25,0,1,1,0,1,1
03845432,19,7,12,0,2,1,1,1,1
03845467,18,7,11,0,2,1,1,1,1
03846299,9,6,3,0,3,3,0,0,1
03846895,6,2,4,0,1,1,0,0,1
03847224,8,3,5,0,2,2,0,0,1
03847425,4,0,4,0,1,1,0,0,1
03847708,18,2,16,0,1,1,0,1,1
03847935,6,1,5,0,1,1,0,0,0
03847949,4,2,2,0,1,1,0,0,1
03848002,21,4,17,0,1,1,0,1,1
03848732,10,0,10,0,0,0,0,0,1
03849103,13,4,9,0,0,0,0,0,1
03849147,12,0,12,0,0,0,0,0,1
03849601,20,6,14,0,1,1,0,1,1
03849878,12,3,9,0,2,2,0,0,1
03850154,15,7,8,0,2,0,2,0,1
03850542,27,3,24,0,1,1,0,1,1
03851251,14,0,14,0,1,1,0,1,1
03852217,26,5,21,0,1,1,0,1,1
03852234,12,0,12,0,0,0,0,0,1
03852243,16,5,11,0,1,1,0,1,1
03852250,11,0,11,0,1,1,0,1,1
03852298,11,0,11,0,0,0,0,0,1
03852299,26,0,26,0,0,0,0,0,1
03852415,4,2,2,0,2,2,0,0,0
03853535,7,0,7,0,0,0,0,0,1
03854275,25,4,21,0,2,1,1,2,1
03854387,7,2,5,0,2,2,0,0,1
03854447,5,2,3,0,1,1,0,0,1
03854469,4,0,4,0,0,0,0,0,0
03854855,19,0,19,0,0,0,0,0,1
03855837,25,3,22,0,1,1,0,1,1
03855973,6,2,4,0,1,1,0,0,1
03856111,18,0,18,0,0,0,0,0,1
03856988,21,3,18,0,0,0,0,0,1
03857924,56,7,49,0,1,1,0,0,0
03857998,18,0,18,0,0,0,0,0,1
03858243,12,0,12,0,0,0,0,0,1
03860715,17,2,15,0,1,1,0,1,1
03861293,17,3,14,0,1,1,0,1,1
03861414,33,5,28,0,0,0,0,0,1
03861752,56,9,47,0,1,1,0,0,1
03862015,3,2,1,0,1,1,0,0,0
03862330,6,2,4,0,0,0,0,0,1
03863990,4,2,2,0,1,1,0,0,0
03864155,10,1,9,0,1,1,0,0,1
03865370,10,3,7,0,2,2,0,0,1
03865871,7,4,3,0,2,2,0,0,1
03866274,26,3,23,0,2,2,0,2,1
03866452,13,0,13,0,0,0,0,0,1
03866549,14,4,10,0,0,0,0,0,0
03869072,11,3,8,0,1,1,0,0,0
03870327,19,4,15,0,1,1,0,0,1
03870358,17,0,17,0,0,0,0,0,1
03870484,15,0,15,0,0,0,0,0,1
03870674,46,7,39,0,0,0,0,0,1
03871363,7,0,7,0,0,0,0,0,1
03871904,13,3,10,0,1,1,0,1,1
03871978,6,5,1,0,1,1,0,0,0
03872217,7,2,5,0,2,2,0,0,0
03874038,5,2,3,0,1,1,0,0,0
03874071,5,0,5,0,0,0,0,0,0
03874855,9,2,7,0,2,2,0,1,1
03874882,25,4,21,0,1,1,0,1,1
03875074,15,0,15,0,0,0,0,0,1
03875190,5,0,5,0,0,0,0,0,1
03875201,5,1,4,0,1,1,0,1,0
03875229,4,0,4,0,0,0,0,0,1
03876449,14,3,11,0,1,1,0,1,1
03876999,14,0,14,0,0,0,0,0,1
03877443,87,10,77,0,0,0,0,0,0
03878046,18,3,15,0,1,1,0,1,1
03878148,42,4,38,0,4,1,3,4,1
03878327,5,2,3,0,1,1,0,0,0
03878599,38,0,38,0,2,1,1,2,1
03878948,8,4,4,0,1,1,0,0,1
03879072,16,6,10,0,2,1,1,2,1
03879590,50,0,50,0,2,1,1,2,1
03170972,6,2,4,0,1,1,0,0,1
03171596,4,1,3,0,1,1,0,0,1
03171767,5,2,3,0,1,1,0,0,0
03172527,29,3,26,0,1,1,0,1,1
03172543,37,5,32,0,1,1,0,0,0
03173418,69,8,61,0,1,1,0,1,1
03173461,5,0,5,0,0,0,0,0,1
03173815,30,8,22,0,1,1,0,1,1
03173933,8,3,5,0,1,1,0,0,0
03173991,38,3,35,0,2,2,0,1,1
03174756,20,4,16,0,1,1,0,1,1
03175221,4,1,3,0,1,1,0,0,0
03175892,11,5,6,1,1,1,0,0,1
03176906,53,7,46,0,1,1,0,1,1
03177211,17,1,16,0,1,1,0,0,0
03177407,8,3,5,0,2,2,0,0,0
03178606,10,0,10,0,1,1,0,0,0
03179462,10,4,6,0,0,0,0,0,1
03179628,30,0,30,0,1,1,0,1,1
03181671,12,3,9,0,1,1,0,1,1
03182378,15,1,14,0,1,1,0,1,1
03182433,11,0,11,0,0,0,0,0,1
03182775,36,1,35,0,1,1,0,1,1
03183968,6,1,5,0,1,1,0,0,1
03184234,33,5,28,0,0,0,0,0,0
03184319,26,3,23,0,0,0,0,0,1
03184583,18,6,12,0,2,1,1,1,0
03185047,28,4,24,0,1,1,0,1,1
03185107,12,0,12,0,1,1,0,0,0
03185249,10,1,9,0,0,0,0,0,0
03186043,29,4,25,0,1,1,0,1,1
03189185,44,3,41,0,2,1,1,2,0
03189566,6,2,4,0,1,1,0,0,1
03190619,27,3,24,0,0,0,0,0,0
03191734,28,5,23,0,0,0,0,0,1
03192424,16,3,13,0,2,1,1,0,0
03193400,71,8,63,0,0,0,0,0,0
03193979,26,2,24,0,1,1,0,1,1
03194230,4,0,4,0,0,0,0,0,1
03194626,9,4,5,0,1,1,0,0,1
03195198,6,2,4,0,2,2,0,0,0
03195344,6,4,2,0,1,1,0,1,1
03195584,45,3,42,0,1,1,0,1,1
03195829,7,0,7,0,1,1,0,0,1
03196171,80,12,68,0,1,1,0,1,1
03196483,5,3,2,0,2,2,0,0,0
03196691,27,9,18,0,0,0,0,0,1
03197238,9,0,9,0,0,0,0,0,1
03197318,24,4,20,0,1,1,0,1,1
03198223,4,1,3,0,1,1,0,0,1
03198488,7,5,2,0,2,2,0,0,0
03199626,5,3,2,0,1,1,0,0,0
03201640,28,6,22,0,1,1,0,1,1
03204761,22,6,16,0,1,1,0,1,1
03205310,12,0,12,0,0,0,0,0,1
03206406,13,0,13,0,0,0,0,0,1
03207200,17,5,12,0,1,1,0,0,1
03209036,17,5,12,0,1,1,0,0,1
03210105,14,5,9,0,1,1,0,1,0
03210452,25,1,24,0,1,1,0,1,1
03211337,9,8,1,0,0,0,0,0,0
03211657,56,4,52,0,2,1,1,2,1
03212452,8,3,5,0,2,2,0,0,0
03213316,18,0,18,0,0,0,0,0,1
03213553,18,0,18,0,0,0,0,0,1
03213927,33,6,27,0,1,1,0,1,1
03214121,5,2,3,0,1,1,0,0,1
03216286,4,3,1,0,0,0,0,0,1
03217859,20,6,14,0,0,0,0,0,1
03218068,7,3,4,0,2,1,1,1,0
03218119,9,0,9,0,0,0,0,0,1
03218612,12,0,12,0,2,1,1,2,1
03218803,7,2,5,0,2,1,1,0,0
03224254,39,9,30,0,0,0,0,0,0
03224406,31,2,29,0,1,1,0,1,1
03224889,22,4,18,0,1,1,0,1,1
03225580,10,2,8,0,2,2,0,0,1
03225584,12,4,8,0,2,2,0,0,1
03225797,7,0,7,0,0,0,0,0,1
03225840,28,5,23,0,1,1,0,1,1
03226091,19,3,16,0,2,0,2,2,1
03226406,16,2,14,0,1,1,0,1,1
03226651,14,1,13,0,0,0,0,0,0
03226910,37,2,35,0,1,1,0,1,1
03227432,32,4,28,0,1,1,0,1,1
03229304,36,0,36,0,0,0,0,0,1
03229417,16,3,13,0,1,1,0,1,1
03231822,8,3,5,0,0,0,0,0,0
03232092,5,3,2,0,2,2,0,0,0
03232292,8,4,4,0,2,0,2,0,0
03232652,39,0,39,0,0,0,0,0,1
03232682,35,4,31,0,1,1,0,1,1
03232740,20,4,16,0,1,1,0,1,1
03232788,21,4,17,0,1,1,0,1,1
03232852,21,5,16,0,1,1,0,1,1
03233986,11,2,9,0,2,2,0,0,0
03234033,35,4,31,0,1,1,0,1,1
03234176,24,3,21,0,1,1,0,1,1
03235317,8,3,5,0,0,0,0,0,0
03236336,17,5,12,0,1,1,0,1,1
03237018,6,3,3,0,1,1,0,0,0
03237831,6,2,4,0,1,1,0,0,1
03238026,30,1,29,0,1,1,0,1,1
03238666,7,4,3,0,1,1,0,0,0
03239438,13,4,9,0,1,1,0,1,0
03239587,24,5,19,0,2,2,0,2,1
03239635,24,5,19,0,1,1,0,1,1
03239951,28,5,23,0,1,1,0,1,1
03239986,24,5,19,0,2,2,0,2,1
03243016,5,3,2,0,1,1,0,0,0
03243762,15,8,7,0,0,0,0,0,0
03244222,5,2,3,0,2,1,1,0,0
03245514,66,16,50,0,0,0,0,0,0
03246469,36,2,34,0,1,1,0,1,1
03246599,21,4,17,0,1,1,0,1,1
03246901,14,4,10,0,4,4,0,0,1
03246983,5,0,5,0,1,1,0,0,1
03247587,8,3,5,0,1,1,0,0,0
03247591,29,7,22,0,2,1,1,1,1
03247667,11,5,6,1,2,1,1,0,1
03248056,8,1,7,0,1,1,0,0,1
03248459,11,0,11,0,1,1,0,1,1
03248750,19,2,17,0,0,0,0,0,1
03249009,25,3,22,0,1,1,0,1,1
03249818,8,2,6,0,1,1,0,0,1
03251269,18,0,18,0,1,1,0,1,1
03251475,53,6,47,0,0,0,0,0,0
03251659,17,0,17,0,0,0,0,0,1
03253095,40,0,40,0,2,1,1,2,1
03253796,7,5,2,0,0,0,0,0,0
03255495,11,2,9,0,1,1,0,1,1
03255740,21,4,17,0,1,1,0,1,1
03256359,31,6,25,0,1,1,0,1,1
03256413,16,4,12,0,0,0,0,0,1
03256744,28,3,25,0,1,1,0,1,1
03256867,6,2,4,0,1,1,0,0,1
03258931,6,0,6,0,1,1,0,0,1
03259539,30,6,24,0,0,0,0,0,1
03264487,17,6,11,0,1,1,0,0,1
03265357,5,2,3,0,1,1,0,0,0
03266889,18,4,14,0,0,0,0,0,0
03268696,19,5,14,0,0,0,0,0,1
03268838,5,2,3,0,1,1,0,0,0
03268858,28,6,22,0,0,0,0,0,1
03269134,5,3,2,0,1,1,0,1,1
03270465,45,2,43,0,1,1,0,1,1
03270679,47,8,39,0,0,0,0,0,1
03270987,31,0,31,0,0,0,0,0,1
03271084,22,0,22,0,0,0,0,0,1
03271439,23,3,20,0,1,1,0,1,1
03271821,12,2,10,0,1,1,0,1,1
03271968,46,0,46,0,0,0,0,0,1
03273784,53,4,49,0,0,0,0,0,0
03274666,9,3,6,0,1,1,0,0,0
03275257,6,0,6,0,0,0,0,0,1
03276904,8,0,8,0,0,0,0,0,1
03277701,14,7,7,0,1,1,0,0,1
03278419,29,5,24,0,2,2,0,2,1
03278620,17,6,11,0,1,1,0,1,1
03279102,16,4,12,0,0,0,0,0,1
03282601,5,2,3,0,1,1,0,0,1
03282897,15,0,15,0,0,0,0,0,1
03282982,14,5,9,0,1,1,0,0,0
03283501,25,2,23,0,2,2,0,2,1
03283735,32,0,32,0,0,0,0,0,1
03285380,17,4,13,0,2,2,0,2,1
03285603,23,0,23,0,0,0,0,0,1
03286015,11,2,9,0,1,1,0,0,0
03286747,14,0,14,0,1,1,0,1,1
03286750,14,2,12,0,1,1,0,1,1
03287013,4,2,2,0,1,1,0,0,0
03287882,9,0,9,0,0,0,0,0,1
03288100,21,3,18,0,1,1,0,1,1
03288261,21,3,18,0,1,1,0,1,1
03289031,5,3,2,0,2,2,0,0,0
03289367,12,5,7,0,2,2,0,0,1
03289771,6,3,3,0,1,1,0,0,0
03290399,39,6,33,0,5,5,0,0,1
03291300,9,4,5,0,2,2,0,0,0
03291380,22,7,15,0,1,1,0,0,0
03292147,7,0,7,0,0,0,0,0,1
03292923,17,2,15,0,1,1,0,1,1
03295455,38,5,33,0,1,1,0,1,1
03295664,8,3,5,0,3,3,0,0,0
03296014,12,1,11,0,1,1,0,1,1
03296399,12,2,10,0,1,1,0,1,1
03296825,43,14,29,0,0,0,0,0,1
03297049,10,3,7,0,1,1,0,1,1
03298048,15,4,11,0,1,1,0,1,1
03298442,24,4,20,0,1,1,0,1,0
03298903,44,9,35,0,1,1,0,1,1
03300794,41,3,38,0,0,0,0,0,0
03300949,9,3,6,0,2,2,0,0,1
03301940,31,3,28,0,1,1,0,1,1
03302887,25,8,17,0,1,1,0,1,1
03303363,19,4,15,0,0,0,0,0,1
03303501,6,3,3,0,2,2,0,0,0
03303689,51,16,35,0,0,0,0,0,1
03304979,7,0,7,0,0,0,0,0,0
03305040,6,1,5,0,1,1,0,0,0
03306265,5,2,3,0,1,1,0,0,0
03306303,21,0,21,0,0,0,0,0,1
03306468,11,3,8,0,1,1,0,0,1
03308182,6,1,5,0,1,1,0,0,0
03308486,33,4,29,0,1,1,0,1,1
03309770,28,3,25,0,0,0,0,0,1
03309912,45,3,42,0,1,1,0,1,1
03310225,41,9,32,0,0,0,0,0,1
03311094,5,1,4,0,1,1,0,0,0
03311138,5,2,3,0,1,1,0,0,0
03311493,10,0,10,0,0,0,0,0,1
03311709,37,5,32,0,1,1,0,1,1
03311810,6,2,4,0,1,1,0,0,0
03311896,24,1,23,0,3,1,2,0,0
03312220,26,4,22,0,1,1,0,1,1
03313063,26,3,23,0,1,1,0,1,1
03313210,11,2,9,0,0,0,0,0,0
03313802,34,7,27,0,1,1,0,1,1
03314917,7,4,3,0,3,3,0,0,0
03315618,7,4,3,0,1,1,0,1,1
03317493,17,2,15,0,2,1,1,2,1
03318263,16,0,16,0,0,0,0,0,1
03318735,8,2,6,0,1,1,0,0,0
03319466,44,3,41,0,1,1,0,1,1
03319702,8,3,5,0,1,1,0,0,1
03319706,31,3,28,0,1,1,0,1,1
03320296,28,13,15,0,0,0,0,0,0
03320915,22,3,19,0,1,1,0,1,1
03320972,44,7,37,0,0,0,0,0,1
03321425,6,3,3,0,3,3,0,0,1
03321428,39,0,39,0,0,0,0,0,1
03322042,12,4,8,0,3,3,0,1,1
03322151,65,4,61,0,1,1,0,1,1
03322615,18,0,18,0,0,0,0,0,1
03324200,4,2,2,0,1,1,0,1,0
03325083,21,0,21,0,1,1,0,1,1
03325268,11,6,5,0,3,3,0,1,0
03325776,15,6,9,0,0,0,0,0,0
03327636,13,4,9,0,1,1,0,1,1
03328703,5,3,2,0,2,2,0,0,1
03329617,6,3,3,0,2,2,0,0,0
03329834,70,2,68,0,0,0,0,0,0
03330923,22,4,18,0,1,0,1,1,1
03331553,14,0,14,0,0,0,0,0,1
03331632,27,3,24,0,3,2,1,0,1
03331984,7,2,5,0,0,0,0,0,1
03332258,24,5,19,0,1,1,0,1,1
03332828,10,1,9,0,0,0,0,0,1
03333312,13,4,9,0,1,1,0,1,1
03334141,20,4,16,0,1,1,0,0,1
03334524,23,5,18,0,0,0,0,0,1
03334713,17,0,17,0,2,1,1,2,1
03334745,6,1,5,0,1,1,0,0,1
03334872,81,14,67,0,0,0,0,0,1
03335284,22,3,19,0,1,1,0,1,1
03335371,6,3,3,0,1,1,0,0,0
03335428,18,3,15,0,1,1,0,0,1
03335712,7,0,7,0,0,0,0,0,1
03336407,18,0,18,0,1,1,0,1,1
03336790,53,8,45,0,1,1,0,1,1
03339154,31,0,31,0,1,1,0,1,1
03340083,35,2,33,0,0,0,0,0,0
03340252,45,9,36,0,0,0,0,0,1
03340325,34,8,26,0,0,0,0,0,0
03340629,18,2,16,0,1,1,0,0,0
03341421,17,0,17,0,1,1,0,1,1
03341932,20,3,17,0,1,1,0,1,1
03343307,40,8,32,0,1,1,0,1,1
03343568,13,5,8,0,0,0,0,0,1
03343863,4,1,3,0,1,1,0,0,1
03344406,30,4,26,0,2,1,1,2,1
03345052,8,3,5,0,2,2,0,0,0
03345230,35,10,25,0,0,0,0,0,0
03346773,5,2,3,0,0,0,0,0,1
03346853,32,7,25,0,1,1,0,0,1
03347086,7,1,6,0,0,0,0,0,1
03347110,23,4,19,0,1,1,0,1,1
03348456,40,10,30,0,0,0,0,0,1
03348630,7,0,7,0,0,0,0,0,1
03351661,5,3,2,0,2,2,0,0,0
03352439,10,2,8,0,2,2,0,0,0
03352721,8,3,5,0,1,1,0,0,0
03353746,15,2,13,0,1,1,0,0,0
03353978,4,0,4,0,0,0,0,0,1
03354124,24,3,21,0,1,1,0,1,1
03355651,39,3,36,0,2,2,0,2,1
03356444,23,0,23,0,0,0,0,0,1
03356526,91,21,70,0,0,0,0,0,1
03358021,21,7,14,0,6,6,0,0,1
03358035,40,3,37,0,1,1,0,1,1
03359457,42,5,37,0,0,0,0,0,0
03360075,32,8,24,0,0,0,0,0,1
03360313,10,3,7,0,1,1,0,1,0
03360334,55,10,45,0,1,1,0,0,0
03363450,8,1,7,0,1,1,0,0,1
03363834,16,4,12,0,1,1,0,0,1
03364046,5,3,2,0,1,1,0,0,1
03365455,6,1,5,0,1,1,0,0,0
03366506,44,0,44,0,0,0,0,0,1
03368357,14,0,14,0,0,0,0,0,1
03369745,8,3,5,0,2,2,0,0,1
03371104,22,5,17,0,1,1,0,1,1
03371321,11,5,6,0,2,2,0,0,1
03371525,7,3,4,0,2,2,0,0,0
03372016,8,2,6,0,1,1,0,0,0
03372097,37,0,37,0,0,0,0,0,1
03372177,26,5,21,0,0,0,0,0,0
03372928,29,3,26,0,1,1,0,1,1
03373384,29,4,25,0,1,1,0,0,0
03375041,13,3,10,0,2,1,1,0,0
03375306,52,7,45,0,0,0,0,0,1
03377901,7,4,3,0,1,1,0,0,0
03377905,7,4,3,0,1,1,0,0,0
03378202,28,0,28,0,0,0,0,0,1
03378550,11,4,7,0,0,0,0,0,1
03378610,32,0,32,0,0,0,0,0,1
03379501,30,0,30,0,1,1,0,0,0
03382237,34,4,30,0,1,1,0,1,1
03383236,11,0,11,1,0,0,0,0,0
03383475,50,4,46,0,1,1,0,1,0
03383881,13,4,9,0,1,1,0,1,1
03384487,13,4,9,0,1,1,0,1,1
03385322,14,2,12,0,0,0,0,0,0
03386018,11,0,11,0,0,0,0,0,1
03386860,5,2,3,0,1,1,0,1,1
03386929,38,9,29,0,0,0,0,0,1
03386998,16,0,16,0,0,0,0,0,1
03387094,36,2,34,0,1,1,0,1,0
03387274,5,3,2,0,1,1,0,0,1
03388395,11,2,9,0,1,1,0,0,1
03390170,30,8,22,0,1,1,0,1,0
03390345,29,3,26,0,1,1,0,1,1
03390944,16,4,12,0,1,1,0,1,1
03391578,10,0,10,0,0,0,0,0,1
03391867,7,3,4,0,0,0,0,0,0
03392535,18,3,15,0,1,1,0,1,1
03392685,17,5,12,0,1,1,0,1,1
03394234,29,3,26,0,1,1,0,1,1
03394380,4,2,2,0,3,3,0,0,0
03394622,23,3,20,0,2,2,0,2,0
03395389,38,12,26,0,0,0,0,0,1
03396935,12,3,9,0,1,1,0,1,1
03398515,7,0,7,0,0,0,0,0,0
03399480,8,2,6,0,1,1,0,0,0
02740316,15,3,12,0,0,0,0,0,1
02740621,4,2,2,0,1,1,0,0,0
02742166,6,3,3,0,1,1,0,0,0
02745919,12,0,12,0,0,0,0,0,1
02746405,30,0,30,0,0,0,0,0,1
02746610,14,0,14,0,0,0,0,0,1
02746641,37,5,32,0,1,1,0,1,1
02747901,28,5,23,0,1,1,0,1,1
02747909,36,3,33,0,1,1,0,1,1
02747911,19,0,19,0,0,0,0,0,1
02747934,19,6,13,0,0,0,0,0,1
02748513,10,3,7,0,3,3,0,1,0
02748954,5,3,2,0,1,1,0,1,1
02750459,17,3,14,0,1,1,0,1,1
02751106,20,2,18,0,1,1,0,0,0
02751131,11,3,8,0,0,0,0,0,0
02752603,27,6,21,0,1,1,0,1,1
02752793,76,9,67,0,1,1,0,1,0
02753023,102,4,98,0,4,0,4,0,1
02753142,31,1,30,0,3,1,2,0,1
02754010,37,0,37,0,0,0,0,0,1
02754921,19,4,15,0,1,1,0,1,1
02755423,23,0,23,0,0,0,0,0,1
02755583,53,6,47,0,0,0,0,0,0
02755730,30,5,25,0,1,1,0,1,1
02755827,16,3,13,0,1,1,0,1,1
02756521,173,14,159,0,0,0,0,0,1
02756660,128,53,75,0,1,1,0,0,0
02759673,35,0,35,0,0,0,0,0,1
02761034,19,0,19,0,0,0,0,0,1
02761796,18,4,14,0,1,1,0,1,1
02762460,35,2,33,0,1,1,0,1,1
02762721,28,3,25,0,1,1,0,1,1
02762997,20,5,15,0,1,1,0,1,1
02765697,0,0,0,0,0,0,0,0,1
02766114,10,4,6,0,0,0,0,0,1
02766993,67,15,52,0,2,2,0,2,1
02767055,83,9,74,0,3,1,2,0,1
02767939,45,3,42,0,1,1,0,1,1
02769350,27,0,27,0,0,0,0,0,1
02769904,52,4,48,0,1,1,0,1,1
02770415,20,6,14,0,0,0,0,0,0
02770904,29,3,26,0,1,1,0,1,1
02771937,31,3,28,0,1,1,0,1,1
02772202,20,5,15,0,1,1,0,1,1
02772271,18,3,15,0,1,1,0,1,1
02772394,34,5,29,0,1,1,0,1,1
02773923,6,3,3,0,1,1,0,0,1
02776424,13,3,10,0,1,1,0,1,1
02776963,36,9,27,0,1,1,0,1,1
02778794,27,1,26,0,1,1,0,1,1
02779500,9,2,7,0,1,1,0,0,0
02782845,9,2,7,0,1,1,0,1,0
02783356,10,3,7,0,1,1,0,0,0
02783452,33,2,31,0,2,1,1,2,1
02784097,7,2,5,0,2,2,0,0,0
02786597,62,6,56,0,0,0,0,0,0
02790922,36,0,36,0,0,0,0,0,1
02791889,74,4,70,0,1,1,0,1,1
02792001,35,3,32,0,1,1,0,1,1
02792006,66,3,63,0,1,1,0,1,1
02792272,10,3,7,0,1,1,0,0,0
02792457,27,1,26,0,0,0,0,0,1
02792946,6,1,5,0,1,1,0,0,1
02794372,5,3,2,0,2,2,0,0,0
02794958,20,0,20,0,0,0,0,0,1
02796531,20,3,17,0,1,1,0,1,1
02796837,20,3,17,0,1,1,0,1,1
02798348,6,3,3,0,1,1,0,1,0
02799543,23,3,20,0,0,0,0,0,1
02799844,34,0,34,0,1,1,0,1,1
02800301,59,9,50,0,1,1,0,0,1
02800636,59,10,49,0,1,1,0,1,1
02800802,32,1,31,0,1,1,0,1,1
02800803,28,0,28,0,0,0,0,0,1
02800965,0,0,0,0,0,0,0,0,1
02801121,32,3,29,0,1,1,0,1,1
02801202,14,3,11,0,1,1,0,1,1
02803379,58,0,58,0,0,0,0,0,1
02804492,8,3,5,0,2,2,0,0,1
02805451,11,0,11,0,0,0,0,0,1
02806093,43,2,41,0,1,1,0,1,1
02806289,8,1,7,0,1,1,0,0,0
02807159,37,0,37,0,0,0,0,0,0
02808390,56,10,46,0,0,0,0,0,1
02808850,10,2,8,0,1,1,0,0,0
02809202,6,3,3,0,1,1,0,1,0
02809456,13,3,10,0,1,1,0,1,1
02810623,35,3,32,0,0,0,0,0,0
02811407,2,2,0,0,2,2,0,0,0
02811609,24,0,24,0,1,1,0,1,1
02812508,7,6,1,0,2,2,0,0,0
02812683,8,2,6,0,0,0,0,0,0
02812697,10,0,10,0,0,0,0,0,1
02813292,23,2,21,0,1,1,0,1,1
02813358,88,12,76,0,1,1,0,1,1
02815000,28,2,26,0,1,1,0,1,1
02815227,25,2,23,0,2,2,0,2,1
02815333,23,0,23,0,1,1,0,1,1
02817936,10,3,7,0,2,2,0,0,0
02818086,27,0,27,0,0,0,0,0,1
02818721,15,0,15,0,0,0,0,0,1
02818821,10,4,6,0,1,1,0,1,0
02819896,28,4,24,0,1,1,0,1,1
02820813,20,6,14,0,3,1,2,1,0
02821608,33,5,28,0,1,1,0,1,1
02821970,16,3,13,0,1,1,0,1,1
02825067,8,3,5,0,1,1,0,0,0
02825282,10,3,7,0,1,1,0,0,1
02826466,19,3,16,0,1,1,0,1,1
02826978,63,15,48,0,0,0,0,0,1
02828554,25,0,25,0,1,1,0,1,1
02829156,54,13,41,0,0,0,0,0,1
02829540,33,4,29,0,0,0,0,0,1
02830747,8,3,5,0,2,2,0,0,0
02832020,17,3,14,0,1,1,0,1,1
02832212,8,1,7,0,2,1,1,0,1
02833153,11,0,11,0,0,0,0,0,1
02834830,7,3,4,0,2,2,0,0,0
02836091,22,5,17,0,1,0,1,0,0
02836858,35,4,31,0,3,3,0,0,1
02837387,12,4,8,0,1,1,0,0,0
02839836,56,7,49,0,2,2,0,2,1
02840685,8,0,8,0,0,0,0,0,1
02844532,28,5,23,0,1,1,0,1,1
02844616,26,3,23,0,1,0,1,1,1
02844653,13,6,7,0,4,1,3,1,0
02844654,10,5,5,0,4,2,2,1,0
02845563,5,1,4,0,1,1,0,0,1
02846473,24,4,20,0,2,2,0,0,1
02846797,12,1,11,0,1,1,0,1,1
02846916,11,2,9,0,1,1,0,0,0
02847255,10,3,7,0,2,2,0,0,1
02848454,56,0,56,0,4,2,2,0,0
02849172,8,0,8,0,0,0,0,0,1
02849404,7,3,4,0,1,1,0,0,1
02849795,22,0,22,0,1,1,0,1,1
02849983,22,2,20,0,1,1,0,1,1
02850484,18,3,15,0,1,1,0,1,1
02851316,55,8,47,0,1,1,0,1,1
02852812,29,2,27,0,1,1,0,1,1
02853731,12,7,5,0,3,1,2,1,0
02853771,12,7,5,0,3,1,2,1,0
02854090,46,2,44,0,1,1,0,1,1
02854405,32,5,27,0,1,1,0,1,1
02855059,34,5,29,0,1,1,0,1,1
02855423,28,10,18,0,0,0,0,0,0
02855468,18,3,15,0,1,1,0,1,1
02856074,16,0,16,0,0,0,0,0,1
02858045,31,0,31,0,1,1,0,1,1
02858623,21,0,21,0,0,0,0,0,1
02859403,28,1,27,0,0,0,0,0,1
02859445,0,0,0,0,0,0,0,0,1
02861942,9,2,7,0,1,1,0,0,1
02862148,82,11,71,0,2,1,1,0,0
02862814,6,2,4,0,1,1,0,0,1
02865616,6,3,3,0,1,1,0,0,1
02867315,7,3,4,0,1,1,0,0,1
02867446,55,0,55,0,0,0,0,0,1
02867684,25,7,18,0,0,0,0,0,1
02868332,20,7,13,0,3,1,2,0,0
02868384,55,4,51,0,1,1,0,1,1
02868875,50,13,37,0,0,0,0,0,1
02871187,40,0,40,0,0,0,0,0,1
02871556,12,0,12,0,1,1,0,1,1
02872234,35,2,33,0,1,1,0,1,1
02872411,30,6,24,0,1,0,1,0,1
02872475,5,2,3,0,1,1,0,0,1
02872489,5,0,5,0,0,0,0,0,0
02872876,12,3,9,0,1,1,0,0,1
02873336,7,0,7,0,0,0,0,0,0
02873648,5,3,2,0,2,2,0,0,0
02873670,26,0,26,3,1,1,0,1,1
02874708,23,3,20,0,1,1,0,0,1
02877004,6,2,4,0,1,1,0,0,0
02877158,14,9,5,0,0,0,0,0,1
02877612,18,5,13,0,2,2,0,0,1
02878490,8,3,5,0,0,0,0,0,1
02879724,28,8,20,0,0,0,0,0,1
02881849,26,0,26,0,3,2,1,2,1
02882201,19,0,19,0,0,0,0,0,1
02882225,5,3,2,0,1,1,0,0,1
02883030,25,0,25,0,0,0,0,0,1
02883177,57,10,47,0,2,2,0,2,1
02883596,23,3,20,0,1,1,0,1,1
02885276,20,0,20,0,2,2,0,2,1
02886886,6,4,2,0,0,0,0,0,1
02886938,10,3,7,0,1,1,0,0,1
02887005,8,2,6,0,2,1,1,1,1
02887007,16,6,10,0,1,1,0,0,1
02887058,20,2,18,0,1,1,0,1,1
